submission_id,Staff_Name,date_,WEEKNUM,Supplier,GrowerName,GrowerName2,Ungraded_Stacks,Ungraded_eggs,Graded_700s,Adjusted_700s,Graded_600s,Adjusted_600s,Graded_800s,Adjusted_800s,Graded_350s,Graded_400s,Graded_900s,Adjusted_900s,Graded_30_PCK,Adjusted_30_PCKs,Graded_500s,Machine_pulp_kilos,Machine_pulp_boxes,Cracked_bx,Cracked_tr,Second_bx,Second_tr,Dirties_bx,Dirties_tr,Lane1_700s,L3_600_bx,L3_900_bx,L3_900_bx_adjusted,PCK_30_bx_L3,GrandTotal,Discrepancy,GRD_above_58,GRD_66_gms,GRD_below_58,GRD_less_50,Machine_pulp,Cracked_percent,Seconds_percent,Dirties_percent,Cr_POP,Dr_POP,Cr_POP_bx,Dr_POP_bx,Mach_Pl,Mach_C,Mach_Pa,Observations,Saleable,Unsaleable,Saleable_percent,Unsaleable_percent
260,"Erin Hornwood",2021-07-26,30,GROWER,"GBN ","GBN ",337,60660,101,151,28,28,31,31,74,NULL,63,7,21,21,2,18,2,2,1,2,1,12,4,0,0,55,50,0,333,4,68,9,17,1,1,1,1,4,8,4,1,1,5,8,5,NULL,314,36,94,11
261,"Erin Hornwood",2021-07-27,30,GROWER,"GBN ","GBN ",431,77580,206,256,38,38,0,0,66,NULL,56,0,44,44,3,23,2,3,0,3,4,13,4,0,0,56,50,0,430,1,75,0,19,1,1,1,1,3,6,8,1,1,6,9,9,NULL,407,37,95,9
262,"Erin Hornwood",2021-07-27,30,"JRE Washed",NULL,"JRE Washed",63,11340,53,53,7,7,0,0,0,NULL,0,0,0,0,0,10,1,2,0,0,0,0,0,0,0,0,0,0,63,0,84,0,11,0,2,3,0,0,1,0,0,0,0,8,2,NULL,60,3,95,5
263,"Erin Hornwood",2021-07-27,30,"GROWER WASHED","GBN ","GBN ",34,6120,12,28,22,6,0,0,0,NULL,0,0,0,0,0,2,0,0,4,0,0,0,0,0,16,0,0,0,35,-1,81,0,17,0,0,2,0,0,0,0,0,0,0,2,0,NULL,34,0,98,0
264,"Erin Hornwood",2021-07-28,30,"GROWER WASHED","GBN ","GBN ",8,1440,2,2,2,2,0,0,4,NULL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,73,0,25,0,0,2,0,0,0,0,0,0,0,0,0,NULL,8,0,98,0
265,"Kelly  Simpson ",2021-07-28,30,"JRE Washed",NULL,"JRE Washed",5,900,3,3,0,0,0,0,2,NULL,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,97,0,0,0,0,3,0,0,0,0,0,0,1,NULL,NULL,NULL,5,0,97,0
266,"Erin Hornwood",2021-07-28,30,JRE,NULL,JRE,203,36540,125,125,6,6,0,0,45,NULL,14,13,0,0,1,9,1,1,5,0,5,5,5,0,0,0,0,0,199,4,85,0,9,1,1,1,0,3,3,1,1,0,1,3,5,NULL,190,19,95,10
267,"Erin Hornwood",2021-07-28,30,GROWER,"Happy hens ","Happy hens ",10,1800,5,5,1,1,0,0,4,NULL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,89,0,10,0,0,2,0,0,0,0,0,0,NULL,NULL,NULL,NULL,10,0,98,0
268,"Erin Hornwood",2021-07-28,30,GROWER,"Vp tinies ","Vp tinies ",57,10260,0,0,2,2,0,0,0,NULL,0,0,0,0,49,6,1,4,1,0,0,0,0,0,0,0,0,0,56,1,0,0,4,87,2,7,0,0,0,2,0,0,NULL,0,6,NULL,51,6,91,11
269,"Erin Hornwood",2021-07-29,30,GROWER,"GBN ","GBN ",280,50400,121,162,29,29,0,0,25,NULL,45,0,14,14,1,15,1,2,0,2,2,42,5,0,0,45,41,0,279,1,67,0,15,0,0,1,1,15,3,2,1,0,3,5,6,NULL,231,92,83,33
270,"Erin Hornwood",2021-07-29,30,GROWER,"Vcrn 600s","Vcrn 600s",108,19440,0,0,101,101,0,0,0,NULL,0,0,0,0,4,7,1,0,3,0,0,0,0,0,0,0,0,0,107,2,0,0,95,4,1,1,0,0,1,0,0,0,1,0,6,NULL,105,3,99,3
271,"Erin Hornwood",2021-07-30,30,GROWER,"Vcrn 600s","Vcrn 600s",20,3600,0,0,20,20,0,0,0,NULL,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,21,-1,0,0,94,5,0,2,0,0,0,0,0,0,NULL,NULL,0,NULL,21,-1,98,-5
272,"Erin Hornwood",2021-07-30,30,GROWER,"GBN ","GBN ",168,30240,78,78,19,19,0,0,41,NULL,0,0,10,10,1,10,1,2,0,1,4,11,1,0,0,0,0,0,165,3,72,0,18,1,1,1,1,7,6,8,1,1,4,3,3,NULL,149,30,90,18
275,"Erin Hornwood",2021-07-30,30,"GROWER WASHED","GBN ","GBN ",40,7200,13,32,1,1,0,0,0,NULL,27,5,0,0,0,1,0,1,3,0,0,0,0,0,0,21,19,0,40,0,80,0,16,0,0,4,0,0,0,0,0,0,NULL,NULL,1,NULL,38,2,96,4
276,"Erin Hornwood",2021-07-30,30,JRE,NULL,JRE,69,12420,54,54,2,2,5,5,0,NULL,5,5,0,0,0,6,1,1,2,0,3,1,1,0,0,0,0,0,70,-1,78,7,9,0,1,2,1,2,0,1,0,0,2,3,2,NULL,66,5,94,7
277,"Erin Hornwood",2021-08-02,31,JRE,NULL,JRE,205,36900,104,104,4,4,22,22,48,NULL,6,5,10,10,1,11,1,1,5,0,4,6,1,0,0,0,0,0,204,1,75,11,10,1,1,1,0,3,3,3,1,1,1,8,3,NULL,194,17,95,8
278,"Erin Hornwood",2021-08-02,31,"JRE Washed",NULL,"JRE Washed",27,4860,23,23,1,1,0,0,0,NULL,3,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,28,-1,83,0,13,0,0,4,0,0,0,0,0,0,NULL,1,NULL,NULL,27,0,96,1
279,"Erin Hornwood",2021-08-02,31,GROWER,GBN,GBN,205,36900,124,138,16,16,18,18,0,NULL,35,17,2,2,1,13,1,3,4,1,3,4,1,0,0,16,14,0,203,2,68,9,17,1,1,2,1,2,3,4,1,1,6,4,4,NULL,193,17,95,8
280,"Erin Hornwood",2021-08-03,31,GROWER,GBN,GBN,432,77760,215,238,61,61,34,34,48,NULL,26,0,22,22,3,25,2,4,4,2,4,12,4,0,0,26,23,0,428,4,67,8,19,1,1,1,1,3,4,6,1,1,8,8,9,NULL,406,38,95,9
281,"Erin Hornwood",2021-08-04,31,GROWER,GBN,GBN,131,23580,30,65,13,13,11,11,26,NULL,39,0,10,10,1,7,1,1,1,0,2,0,2,0,0,39,35,0,129,2,71,9,18,1,1,1,0,0,2,3,0,1,2,1,4,NULL,126,5,98,4
282,"Erin Hornwood",2021-08-04,31,"GROWER WASHED",GBN,GBN,25,4500,6,18,4,4,3,3,0,NULL,13,0,0,0,0,1,0,0,5,0,0,0,0,0,0,13,12,0,26,-1,69,12,16,0,0,3,0,0,1,0,0,0,NULL,NULL,1,NULL,25,0,97,1
283,"Erin Hornwood",2021-08-04,31,"JRE Washed",NULL,"JRE Washed",13,2340,7,9,2,2,2,2,0,NULL,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,2,0,13,0,67,15,15,0,0,3,0,0,0,0,0,0,0,1,0,NULL,13,0,97,2
284,"Erin Hornwood",2021-08-04,31,JRE,NULL,JRE,180,32400,94,110,35,19,5,5,29,NULL,0,0,3,3,1,13,1,1,1,2,4,6,0,0,16,0,0,0,178,2,78,3,12,1,1,1,2,3,2,2,0,0,1,5,7,NULL,167,19,94,11
285,"Erin Hornwood",2021-08-05,31,GROWER,GBN,GBN,154,27720,55,58,9,9,0,0,58,NULL,3,0,20,20,1,11,1,1,0,0,3,4,0,0,0,3,3,0,152,2,76,0,19,1,1,1,0,3,4,5,1,1,2,4,5,NULL,146,12,96,8
286,"Bec  Jacobson",2021-08-06,31,GROWER,GBN,GBN,358,64440,228,228,32,32,0,0,8,NULL,44,40,32,32,2,0,0,3,0,2,4,12,3,0,0,0,0,0,360,-2,66,0,29,1,0,1,1,4,8,7,1,1,NULL,NULL,NULL,NULL,342,29,95,8
287,"Erin Hornwood",2021-08-09,32,JRE,NULL,JRE,281,50580,137,147,20,20,46,46,46,NULL,20,8,0,0,1,16,2,4,3,1,4,3,2,0,0,11,10,0,280,2,69,17,10,0,1,2,1,1,5,2,1,0,1,7,8,NULL,268,16,96,6
288,"Erin Hornwood",2021-08-09,32,GROWER,"Valley park tiny ","Valley park tiny ",64,11520,1,1,17,17,1,1,0,NULL,0,0,0,0,32,11,1,9,2,0,0,0,0,0,0,0,0,0,61,3,2,2,28,52,2,15,0,0,9,0,2,0,0,1,9,NULL,51,13,83,21
289,"Erin Hornwood",2021-08-09,32,JRE,NULL,JRE,64,11520,19,44,1,1,12,12,0,NULL,28,0,4,4,0,5,0,0,3,0,1,0,3,0,0,28,25,0,62,2,71,19,8,0,0,1,0,1,0,1,0,0,0,2,3,NULL,61,3,98,5
290,"Erin Hornwood",2021-08-10,32,GROWER,"GBN ","GBN ",522,93960,215,277,43,43,17,17,96,NULL,69,0,54,54,4,37,4,5,2,5,0,15,2,0,0,69,62,0,521,1,72,3,19,1,1,1,1,3,7,7,1,1,9,12,16,NULL,491,46,94,9
291,"Erin Hornwood",2021-08-11,32,GROWER,"GBN ","GBN ",182,32760,130,130,28,28,0,0,4,NULL,0,0,8,8,1,8,1,1,4,1,1,5,4,0,0,0,0,0,181,2,74,0,20,1,1,1,1,3,1,1,0,0,4,2,3,NULL,171,17,95,9
292,"Erin Hornwood",2021-08-11,32,GROWER,"Happy hens ","Happy hens ",18,3240,15,15,2,2,0,0,0,NULL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,1,87,0,12,0,0,1,0,0,0,0,0,0,NULL,NULL,NULL,NULL,17,1,99,6
293,"Erin Hornwood",2021-08-11,32,"JRE Washed",NULL,"JRE Washed",33,5940,28,28,4,4,0,0,0,NULL,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,33,0,86,0,12,0,0,2,0,0,0,0,0,0,1,3,0,NULL,32,1,98,3
294,"Erin Hornwood",2021-08-11,32,"GROWER WASHED","GBN ","GBN ",22,3960,17,17,4,4,0,0,0,NULL,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,21,1,80,0,19,0,0,2,0,0,0,0,0,0,NULL,NULL,NULL,NULL,21,1,98,5
295,"Erin Hornwood",2021-08-11,32,JRE,NULL,JRE,36,6480,30,30,4,4,0,0,0,NULL,0,0,0,0,0,2,0,0,2,0,1,0,4,0,0,0,0,0,35,1,NULL,NULL,NULL,NULL,0,1,1,2,0,0,0,0,NULL,2,NULL,NULL,34,3,97,9
296,"Erin Hornwood",2021-08-12,32,"JRE Washed",NULL,"JRE Washed",6,1080,5,5,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,NULL,NULL,NULL,NULL,0,3,0,0,0,0,0,0,NULL,NULL,NULL,NULL,5,1,97,23
297,"Erin Hornwood",2021-08-12,32,"GROWER WASHED","GBN ","GBN ",13,2340,10,10,2,2,0,0,0,NULL,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,1,NULL,NULL,NULL,NULL,0,3,0,0,0,0,0,0,NULL,NULL,NULL,NULL,12,1,97,11
298,"Erin Hornwood",2021-08-12,32,GROWER,"Green 600s ","Green 600s ",64,11520,0,0,61,61,0,0,0,NULL,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,63,1,NULL,NULL,NULL,NULL,0,1,0,0,1,0,0,0,1,0,0,NULL,63,1,99,2
299,"Erin Hornwood",2021-08-12,32,GROWER,"GBN ","GBN ",259,46620,81,124,13,13,0,0,67,NULL,48,0,35,35,2,12,1,4,2,4,2,7,1,0,0,48,43,0,258,1,NULL,NULL,NULL,NULL,0,2,2,3,6,5,1,1,0,6,5,NULL,241,27,93,11
300,"Erin Hornwood",2021-08-13,32,GROWER,"GBN ","GBN ",253,45540,174,187,19,19,0,0,0,NULL,14,0,31,31,2,12,1,3,0,3,1,7,1,0,0,14,13,0,253,0,NULL,NULL,NULL,NULL,0,1,1,3,3,4,1,1,5,4,3,NULL,239,22,94,9
301,"Erin Hornwood",2021-08-16,33,JRE,NULL,JRE,360,64800,104,166,31,31,63,63,76,NULL,69,0,0,0,1,30,3,6,1,4,1,7,0,0,0,69,62,0,357,3,NULL,NULL,NULL,NULL,1,2,1,2,4,4,1,1,11,12,8,NULL,337,36,94,10
302,"Erin Hornwood",2021-08-16,33,GROWER,"GBN - Goulburn","GBN - Goulburn",147,26460,76,95,25,25,11,11,0,NULL,21,0,4,4,1,11,1,1,0,0,2,6,1,0,0,21,19,0,144,3,NULL,NULL,NULL,NULL,1,1,0,4,2,2,0,0,2,5,4,NULL,136,13,94,9
303,"Erin Hornwood",2021-08-17,33,GROWER,"GBN - Goulburn","GBN - Goulburn",479,86220,209,260,62,62,16,16,81,NULL,57,0,30,30,3,31,3,6,2,3,3,13,1,0,0,57,51,0,478,1,NULL,NULL,NULL,NULL,1,1,1,3,5,6,1,1,10,11,11,NULL,452,39,95,8
304,"Erin Hornwood",2021-08-19,33,"JRE Washed",NULL,"JRE Washed",38,6840,17,17,3,3,0,0,15,NULL,0,0,0,0,0,5,0,1,5,0,0,0,0,0,0,0,0,0,37,1,NULL,NULL,NULL,NULL,0,5,0,0,1,0,0,0,0,4,1,NULL,35,5,95,13
305,"Erin Hornwood",2021-08-19,33,"GROWER WASHED","GBN - Goulburn","GBN - Goulburn",30,5400,15,15,6,6,0,0,8,NULL,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,31,-1,NULL,NULL,NULL,NULL,0,6,0,0,0,0,0,0,NULL,1,NULL,NULL,29,3,94,9
306,"Erin Hornwood",2021-08-19,33,GROWER,"GBN - Goulburn","GBN - Goulburn",14,2520,9,9,4,4,0,0,0,NULL,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,14,0,NULL,NULL,NULL,NULL,0,1,1,2,0,0,0,0,NULL,NULL,NULL,NULL,13,1,95,11
307,"Erin Hornwood",2021-08-19,33,GROWER,"GRN - Green Eggs","GRN - Green Eggs",138,24840,1,1,131,131,0,0,0,NULL,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,137,1,NULL,NULL,NULL,NULL,0,1,0,0,0,0,0,0,0,NULL,NULL,NULL,136,3,99,2
308,"Erin Hornwood",2021-08-19,33,GROWER,"GBN - Goulburn","GBN - Goulburn",195,35100,141,141,24,24,0,0,0,NULL,0,0,18,18,1,16,2,1,3,0,1,6,3,0,0,0,0,0,194,1,NULL,NULL,NULL,NULL,1,1,0,3,3,3,1,1,4,8,4,NULL,184,15,95,8
309,"Erin Hornwood",2021-08-20,33,GROWER,"GBN - Goulburn","GBN - Goulburn",445,80100,206,265,35,35,0,0,76,NULL,66,0,36,36,4,28,3,6,2,2,4,13,5,0,0,66,59,0,442,3,NULL,NULL,NULL,NULL,1,1,1,3,5,5,1,1,9,9,10,NULL,416,41,94,9
310,"Erin Hornwood",2021-08-23,34,JRE,NULL,JRE,414,74520,218,255,27,27,40,40,49,NULL,55,13,0,0,3,63,6,7,5,2,2,10,5,0,0,41,37,0,414,1,NULL,NULL,NULL,NULL,2,2,1,3,11,5,2,1,18,20,25,NULL,387,44,93,11
311,"Erin Hornwood",2021-08-24,34,GROWER,"GBN - Goulburn","GBN - Goulburn",476,85680,181,229,52,52,26,26,84,NULL,53,0,51,51,5,27,3,5,3,3,2,11,5,0,0,53,48,0,470,6,NULL,NULL,NULL,NULL,1,1,1,3,9,9,2,2,8,11,8,NULL,447,41,95,9
312,"Erin Hornwood",2021-08-25,34,GROWER,"GBN - Goulburn","GBN - Goulburn",228,41040,105,136,16,16,0,0,26,NULL,34,0,36,36,2,11,1,1,5,1,3,6,3,0,0,34,31,0,226,2,NULL,NULL,NULL,NULL,0,1,1,3,3,2,1,0,3,4,4,NULL,216,16,95,7
313,"Erin Hornwood",2021-08-25,34,"JRE Washed",NULL,"JRE Washed",38,6840,31,31,4,4,0,0,0,NULL,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,36,2,NULL,NULL,NULL,NULL,0,2,0,0,2,0,0,0,0,3,0,NULL,35,4,98,11
314,"Erin Hornwood",2021-08-25,34,JRE,NULL,JRE,72,12960,47,47,6,6,12,12,0,NULL,0,0,0,0,2,9,1,0,4,0,2,2,3,0,0,0,0,0,72,1,NULL,NULL,NULL,NULL,1,1,1,4,1,2,0,0,3,3,3,NULL,67,7,94,9
315,"Erin Hornwood",2021-08-26,34,"GROWER WASHED","GBN - Goulburn","GBN - Goulburn",39,7020,28,28,8,8,0,0,0,NULL,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,38,1,NULL,NULL,NULL,NULL,0,2,0,0,1,0,0,0,NULL,NULL,NULL,NULL,37,3,98,7
316,"Erin Hornwood",2021-08-26,34,GROWER,"HH - Happy Hens","HH - Happy Hens",17,3060,15,15,1,1,0,0,0,NULL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,1,NULL,NULL,NULL,NULL,0,1,0,0,1,0,0,0,NULL,NULL,NULL,NULL,16,1,99,7
317,"Erin Hornwood",2021-08-26,34,GROWER,"GRN - Green Eggs","GRN - Green Eggs",144,25920,0,0,137,137,0,0,0,NULL,0,0,0,0,5,4,0,1,0,0,0,0,0,0,0,0,0,0,143,1,NULL,NULL,NULL,NULL,0,1,0,0,2,0,0,0,1,1,2,NULL,142,3,99,2
318,"Erin Hornwood",2021-08-26,34,GROWER,"GBN - Goulburn","GBN - Goulburn",257,46260,80,92,38,38,13,13,76,NULL,16,3,12,12,2,20,2,5,0,2,3,8,4,0,0,13,12,0,254,3,NULL,NULL,NULL,NULL,1,2,1,3,5,5,1,1,8,8,5,NULL,235,31,93,12
319,"Erin Hornwood",2021-08-27,34,GROWER,"GBN - Goulburn","GBN - Goulburn",255,45900,183,183,16,16,1,1,0,NULL,41,37,4,4,2,12,1,2,1,1,2,6,5,0,0,0,0,0,254,1,NULL,NULL,NULL,NULL,0,1,1,3,3,1,1,0,4,5,3,NULL,243,16,96,6
320,"Bec  Jacobson",2021-08-27,34,JRE,NULL,JRE,96,17280,58,58,4,4,15,15,0,NULL,0,0,5,5,8,12,1,1,3,0,4,3,0,0,0,0,0,0,96,0,NULL,NULL,NULL,NULL,1,2,1,3,1,1,0,0,3,4,5,NULL,90,9,94,9
321,"Erin Hornwood",2021-08-30,35,JRE,NULL,JRE,445,80100,198,234,20,20,46,46,57,NULL,76,32,0,0,26,51,5,6,3,2,4,13,2,0,0,40,36,0,443,2,NULL,NULL,NULL,NULL,1,2,1,3,10,3,2,1,16,18,17,NULL,415,43,94,10
322,"Erin Hornwood",2021-08-31,35,GROWER,"GBN - Goulburn","GBN - Goulburn",555,99900,238,274,33,33,12,12,110,NULL,79,35,48,48,5,35,4,10,4,3,4,16,3,0,0,40,36,0,552,3,NULL,NULL,NULL,NULL,1,2,1,3,4,7,1,1,13,13,9,NULL,517,56,94,10
323,"Shannyn Powell",2021-09-01,35,GROWER,"GBN - Goulburn","GBN - Goulburn",213,38340,86,86,46,46,8,8,59,NULL,0,0,0,0,2,14,1,2,3,1,1,8,0,0,0,0,0,0,214,-1,NULL,NULL,NULL,NULL,1,1,1,4,2,2,0,0,5,8,2,NULL,201,17,94,8
324,"Erin Hornwood",2021-09-01,35,JRE,NULL,JRE,142,25560,59,59,16,16,23,23,21,NULL,0,0,5,5,9,12,1,3,2,1,0,3,4,0,0,0,0,0,142,0,NULL,NULL,NULL,NULL,1,2,1,3,2,1,0,0,2,8,2,NULL,133,14,94,10
325,"Erin Hornwood",2021-09-01,35,GROWER,"HH - Happy Hens","HH - Happy Hens",14,2520,12,12,0,0,0,0,0,NULL,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,13,2,NULL,NULL,NULL,NULL,0,3,1,0,0,0,0,0,NULL,NULL,NULL,NULL,12,2,96,19
326,"Shannyn Powell",2021-09-02,35,"JRE Washed",NULL,"JRE Washed",33,5940,20,20,1,1,0,0,6,NULL,3,3,0,0,0,5,0,1,2,0,0,0,0,0,0,0,0,0,31,2,NULL,NULL,NULL,NULL,0,4,0,0,0,0,0,0,2,3,NULL,NULL,30,5,96,15
327,"Shannyn Powell",2021-09-02,35,"GROWER WASHED","GBN - Goulburn","GBN - Goulburn",31,5580,23,23,2,2,0,0,0,NULL,5,5,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,32,-1,NULL,NULL,NULL,NULL,0,5,0,0,0,0,0,0,0,NULL,NULL,NULL,31,2,95,6
328,"Shannyn Powell",2021-09-02,35,JRE,NULL,JRE,82,14760,60,60,6,6,0,0,0,NULL,7,6,0,0,5,2,0,1,2,0,3,2,0,0,0,0,0,0,81,1,NULL,NULL,NULL,NULL,0,2,1,3,1,0,0,0,NULL,2,1,NULL,77,6,95,7
329,"Erin Hornwood",2021-09-02,35,GROWER,"GBN - Goulburn","GBN - Goulburn",256,46080,159,182,32,32,0,0,0,NULL,50,23,0,0,2,24,2,5,0,1,4,9,0,0,0,25,23,0,256,0,NULL,NULL,NULL,NULL,1,2,1,4,3,4,1,1,5,16,3,NULL,238,26,93,10
330,"Erin Hornwood",2021-09-03,35,JRE,NULL,JRE,81,14580,51,51,7,7,6,6,0,NULL,5,5,2,2,5,12,1,2,2,0,2,2,2,0,0,0,0,0,82,-1,NULL,NULL,NULL,NULL,1,3,0,3,1,1,0,0,NULL,2,10,NULL,76,9,93,11
331,"Erin Hornwood",2021-09-06,36,JRE,NULL,JRE,100,18000,24,24,8,8,16,16,34,NULL,9,8,0,0,4,4,0,0,5,0,2,3,0,0,0,0,0,0,98,2,NULL,NULL,NULL,NULL,0,1,0,3,3,1,1,0,2,1,1,NULL,94,7,96,7
332,"Erin Hornwood",2021-09-06,36,GROWER,"GBN - Goulburn","GBN - Goulburn",294,52920,141,165,20,20,19,19,14,NULL,63,32,15,15,4,19,2,5,5,2,1,10,3,0,0,27,24,0,290,4,NULL,NULL,NULL,NULL,1,2,1,4,6,3,1,1,3,8,8,NULL,270,34,93,12
333,"Erin Hornwood",2021-09-07,36,GROWER,"GBN - Goulburn","GBN - Goulburn",474,85320,187,237,32,32,13,13,80,NULL,56,0,73,73,5,39,4,8,4,3,1,17,1,0,0,56,50,0,473,1,NULL,NULL,NULL,NULL,1,2,1,4,9,12,2,2,5,12,22,NULL,440,49,93,10
334,"Erin Hornwood",2021-09-07,36,JRE,NULL,JRE,49,8820,27,27,4,4,8,8,0,NULL,5,5,0,0,2,6,1,0,3,0,2,2,0,0,0,0,0,0,49,0,NULL,NULL,NULL,NULL,2,1,1,4,1,0,0,0,NULL,2,4,NULL,46,5,92,10
335,"Erin Hornwood",2021-09-08,36,GROWER,"GRN - Green Eggs","GRN - Green Eggs",134,24120,3,3,121,121,0,0,0,NULL,0,0,0,0,5,9,1,1,2,0,0,0,0,0,0,0,0,0,131,3,NULL,NULL,NULL,NULL,1,1,0,0,1,2,0,0,1,2,7,NULL,129,7,98,6
336,"Erin Hornwood",2021-09-08,36,JRE,NULL,JRE,233,41940,98,98,37,37,30,30,28,NULL,11,10,0,0,12,20,2,1,2,1,2,8,2,0,0,0,0,0,228,5,NULL,NULL,NULL,NULL,1,1,1,4,7,0,1,0,4,7,8,NULL,215,22,94,10
337,"Erin Hornwood",2021-09-08,36,"GROWER WASHED","GBN - Goulburn","GBN - Goulburn",40,7200,28,28,2,2,0,0,0,NULL,7,6,0,0,1,2,0,2,2,0,0,0,0,0,0,0,0,0,40,0,NULL,NULL,NULL,NULL,0,6,0,0,2,0,0,0,NULL,NULL,2,NULL,37,5,94,13
338,"Erin Hornwood",2021-09-08,36,GROWER,"HH - Happy Hens","HH - Happy Hens",16,2880,14,14,0,0,0,0,0,NULL,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,1,NULL,NULL,NULL,NULL,0,3,0,0,2,0,0,0,NULL,NULL,NULL,NULL,15,2,97,10
339,"Erin Hornwood",2021-09-09,36,"JRE Washed",NULL,"JRE Washed",44,7920,10,10,3,3,6,6,16,NULL,4,4,0,0,2,6,1,1,3,0,0,0,0,0,0,0,0,0,43,1,NULL,NULL,NULL,NULL,2,4,0,0,0,1,0,0,3,3,0,NULL,41,6,94,14
340,"Shannyn Powell",2021-09-09,36,GROWER,"GBN - Goulburn","GBN - Goulburn",218,39240,76,76,12,12,15,15,56,NULL,33,30,0,0,2,9,1,3,2,0,4,18,3,0,0,0,0,0,214,4,NULL,NULL,NULL,NULL,1,2,0,9,4,6,1,1,3,6,1,NULL,191,32,89,15
341,"Erin Hornwood",2021-09-10,36,GROWER,"GBN - Goulburn","GBN - Goulburn",320,57600,213,213,41,41,3,3,0,NULL,33,30,2,2,3,14,1,4,5,4,0,17,3,0,0,0,0,0,319,1,NULL,NULL,NULL,NULL,0,2,1,6,3,6,1,1,5,6,4,"Very dirty eggs ",292,38,91,12
342,"Erin Hornwood",2021-09-13,37,JRE,NULL,JRE,385,69300,112,148,36,36,48,48,72,NULL,65,23,19,19,13,15,1,7,3,2,0,13,5,0,0,40,36,0,383,2,NULL,NULL,NULL,NULL,0,2,1,4,8,8,1,1,5,8,2,NULL,359,37,94,10
343,"Erin Hornwood",2021-09-13,37,"GROWER WASHED","GBN - Goulburn","GBN - Goulburn",36,6480,26,26,2,2,0,0,0,NULL,6,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,35,1,NULL,NULL,NULL,NULL,0,3,0,0,3,0,1,0,NULL,NULL,NULL,NULL,34,3,97,7
344,"Erin Hornwood",2021-09-13,37,GROWER,"GBN - Goulburn","GBN - Goulburn",51,9180,34,34,4,4,0,0,0,NULL,0,0,8,8,1,3,0,0,4,0,2,1,3,0,0,0,0,0,50,2,NULL,NULL,NULL,NULL,0,1,1,3,2,2,0,0,2,1,0,NULL,47,5,95,9
345,"Erin Hornwood",2021-09-14,37,GROWER,"GBN - Goulburn","GBN - Goulburn",563,101340,223,277,40,40,34,34,73,NULL,60,0,90,90,6,24,2,12,4,5,3,22,2,0,0,60,54,0,563,1,NULL,NULL,NULL,NULL,0,2,1,4,4,4,1,1,8,10,5,NULL,520,63,92,11
346,"Erin Hornwood",2021-09-15,37,GROWER,"GBN - Goulburn","GBN - Goulburn",64,11520,13,13,5,5,4,4,29,NULL,0,0,10,10,1,2,0,1,0,0,2,1,5,0,0,0,0,0,65,-1,NULL,NULL,NULL,NULL,0,2,1,3,2,2,0,0,1,1,NULL,NULL,62,3,95,5
