id_primkey,Shed_num,Staff,DATEC,Weeknum,Task,First_collect,Time_collect_start,Vis_check,clean_eggs,dirty_eggs,Seconds_eggs,jumbos_eggs,cracked_eggs,Total_eggs,Stack_weight1,Stack_weight2,Stack_weight3,Stack_weight4,Egg_Weight,Time_collect_fin,Flock_total,Flock_age,Yield,Industry_Average,Last_weeks_Average,tss,tsp
823,Shed 1,Kylie ,18/03/2020,11,,,9:02:00,Visual Check ok,1085,28,18,0,20,0,12.4,12.4,0,0,0,9:21:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
824,Shed 2,Josh ,18/03/2020,11,,,9:32:00,Visual Check ok,1470,80,8,0,2,0,0,0,0,0,0,10:33:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
825,Shed 4,Josh ,18/03/2020,11,,,13:30:00,Visual Check ok,2430,60,10,0,10,0,0,0,0,0,0,14:44:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
826,Shed 5,Josh ,18/03/2020,11,,,12:40:00,Visual Check ok,1440,100,18,0,18,0,0,0,0,0,0,13:20:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
827,Shed 6,Josh ,18/03/2020,11,,,11:29:00,Visual Check ok,1980,45,10,2,5,0,0,0,0,0,0,12:30:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
828,Shed 8,Kylie,18/03/2020,11,,,12:29:00,Visual Check ok,2156,20,12,8,14,0,12.6,12.5,0,0,0,12:55:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
829,Shed 9,Kylie ,18/03/2020,11,,,13:30:00,Visual Check ok,2213,29,15,19,22,0,12,12.1,0,0,0,14:00:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
830,Shed 1,Kylie ,19/03/2020,11,,,8:59:00,Visual Check ok,1352,88,24,1,27,0,12.2,12.2,0,0,0,9:24:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
831,Shed 2,Jackie,19/03/2020,11,,,9:00:00,Visual Check ok,947,127,22,1,10,0,12.5,12.6,0,0,0,9:31:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
832,Shed 4,Kylie ,19/03/2020,11,,,10:43:00,Visual Check ok,1336,15,25,1,21,0,12,12.1,0,0,0,11:01:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
833,Shed 5,Jackie,19/03/2020,11,,,10:00:00,Visual Check ok,1230,176,12,0,14,0,12.1,12.2,0,0,0,10:25:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
834,Shed 6,Kylie ,19/03/2020,11,,,9:51:00,Visual Check ok,1573,19,3,4,22,0,12.4,12.4,0,0,0,10:13:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
835,Shed 8,Jackie,19/03/2020,11,,,10:45:00,Visual Check ok,2190,60,8,6,10,0,12.5,12.5,0,0,0,11:31:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
836,Shed 9,Kylie ,19/03/2020,11,,,11:20:00,Visual Check ok,2160,20,3,27,25,0,12,12,0,0,0,11:45:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
837,Shed 1,Jackie,20/03/2020,11,,,9:30:00,Visual Check ok,1500,185,45,1,20,0,12.3,12.2,0,0,0,10:21:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
838,Shed 2,Kylie ,20/03/2020,11,,,9:09:00,Visual Check ok,1287,56,17,0,16,0,12.3,12.4,0,0,0,9:27:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
839,Shed 4,Kylie ,20/03/2020,11,,,9:51:00,Visual Check ok,1377,40,20,0,19,0,11.9,12,0,0,0,10:34:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
840,Shed 5,Jackie,20/03/2020,11,,,10:30:00,Visual Check ok,1600,207,12,2,16,0,12.4,12.3,0,0,0,11:04:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
841,Shed 6,Jackie,20/03/2020,11,,,8:00:00,Visual Check ok,1020,60,6,2,4,0,12.4,12.4,0,0,0,8:40:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
842,Shed 8,Jackie,20/03/2020,11,,,23:30:00,Visual Check ok,2100,40,8,21,10,0,12.5,12.6,0,0,0,12:06:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
843,Shed 9,Kylie ,20/03/2020,11,,,10:57:00,Visual Check ok,2220,17,13,29,23,0,11.9,11.9,0,0,0,11:28:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
844,Shed 1,Jackie,21/03/2020,11,,,9:00:00,Visual Check ok,1004,150,20,1,10,0,12.4,12.3,0,0,0,9:36:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
845,Shed 2,Bec,21/03/2020,11,,,9:00:00,Visual Check ok,1440,31,4,2,20,0,12.4,12.2,0,0,0,9:45:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
846,Shed 4,Jackie,21/03/2020,11,,,8:15:00,Visual Check ok,810,72,21,0,8,0,11.8,11.9,0,0,0,8:42:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
847,Shed 5,Jackie,21/03/2020,11,,,10:00:00,Visual Check ok,1350,180,15,1,14,0,12.2,12.1,0,0,0,10:23:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
848,Shed 6,Jackie,21/03/2020,11,,,7:45:00,Visual Check ok,1500,65,5,1,3,0,12.4,12.4,0,0,0,8:15:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
849,Shed 8,Jackie,21/03/2020,11,,,23:50:00,Visual Check ok,2160,76,15,7,3,0,12.3,12.4,0,0,0,12:25:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
850,Shed 9,Bec,21/03/2020,11,,,23:40:00,Visual Check ok,2250,30,16,35,29,0,11.9,11.9,0,0,0,12:34:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
851,Shed 1,Jackie,22/03/2020,11,,,9:29:00,Visual Check ok,1260,275,43,0,21,0,12.2,12.2,0,0,0,9:54:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
852,Shed 2,Jess,22/03/2020,11,,,15:54:00,Visual Check ok,1500,120,15,5,20,0,0,0,0,0,0,15:57:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
853,Shed 4,Jackie,22/03/2020,11,,,8:30:00,Visual Check ok,1530,150,65,2,12,0,11.8,11.8,0,0,0,9:02:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
854,Shed 5,Jess,22/03/2020,11,,,15:57:00,Visual Check ok,1530,90,15,3,20,0,0,0,0,0,0,15:58:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
855,Shed 6,Jackie,22/03/2020,11,,,7:45:00,Visual Check ok,1650,131,10,4,4,0,12.4,12.4,0,0,0,8:18:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
856,Shed 8,Jemma,22/03/2020,11,,,16:00:00,Visual Check ok,2220,45,15,5,15,0,0,0,0,0,0,16:01:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
857,Shed 9,Jess,22/03/2020,11,,,15:59:00,Visual Check ok,2280,30,15,15,15,0,0,0,0,0,0,16:00:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
858,Shed 1,Jackie,23/03/2020,12,,,9:15:00,Visual Check ok,1260,150,37,2,26,0,12.4,12.3,0,0,0,9:49:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
859,Shed 2,Jackie,23/03/2020,12,,,10:00:00,Visual Check ok,1300,240,30,3,5,0,12.4,12.3,0,0,0,10:47:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
860,Shed 4,Josh ,23/03/2020,12,,,11:30:00,Visual Check ok,2220,75,18,2,16,0,0,0,0,0,0,12:45:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
861,Shed 5,Jackie,23/03/2020,12,,,7:45:00,Visual Check ok,828,96,11,1,9,0,12.3,12.2,0,0,0,8:44:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
862,Shed 6,Josh,23/03/2020,12,,,9:30:00,Visual Check ok,2700,103,7,0,7,0,0,0,0,0,0,11:00:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
863,Shed 8,Jackie,23/03/2020,12,,,12:00:00,Visual Check ok,2070,70,9,3,10,0,12.6,12.5,0,0,0,12:37:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
864,Shed 9,Jackie,23/03/2020,12,,,13:00:00,Visual Check ok,2200,66,15,27,10,0,11.9,12,0,0,0,13:26:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
865,Shed 1,Jackie,24/03/2020,12,,,10:15:00,Visual Check ok,1530,146,27,2,18,0,12.4,12.3,0,0,0,10:53:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
867,Shed 4,Josh ,24/03/2020,12,,,12:30:00,Visual Check ok,1314,63,22,1,21,0,0,0,0,0,0,12:56:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
868,Shed 5,Jackie,24/03/2020,12,,,8:05:00,Visual Check ok,1530,210,23,2,17,0,12.1,12.3,0,0,0,8:42:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
869,Shed 6,Jackie,24/03/2020,12,,,23:45:00,Visual Check ok,1700,108,8,0,12,0,12.2,12.4,0,0,0,12:21:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
870,Shed 8,Jackie,24/03/2020,12,,,13:30:00,Visual Check ok,2160,55,20,7,3,0,12.4,12.2,0,0,0,14:16:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
871,Shed 9,Josh ,24/03/2020,12,,,13:49:00,Visual Check ok,2310,42,17,8,9,0,0,0,0,0,0,14:51:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
872,Shed 1,Kylie,25/03/2020,12,,,9:30:00,Visual Check ok,1163,78,18,0,15,0,12.4,12.4,0,0,0,9:49:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
873,Shed 2,Kylie,25/03/2020,12,,,10:00:00,Visual Check ok,1135,27,8,0,7,0,12.4,12.3,0,0,0,10:18:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
874,Shed 4,Kylie,25/03/2020,12,,,8:37:00,Visual Check ok,1452,19,5,0,10,0,11.8,11.9,0,0,0,9:21:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
875,Shed 5,Kylie,25/03/2020,12,,,7:49:00,Visual Check ok,1473,49,14,0,11,0,12.2,12.2,0,0,0,8:14:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
876,Shed 6,Kylie,25/03/2020,12,,,7:30:00,Visual Check ok,599,24,1,2,6,0,12.4,12.3,0,0,0,7:40:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
877,Shed 8,Kylie,25/03/2020,12,,,10:39:00,Visual Check ok,2108,23,1,4,9,0,12.4,12.3,0,0,0,11:05:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
879,Shed 1,Kylie,26/03/2020,12,,,10:19:00,Visual Check ok,1515,93,22,0,15,0,12.3,12.4,0,0,0,10:48:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
880,Shed 2,Kylie,26/03/2020,12,,,11:21:00,Visual Check ok,1396,134,19,0,11,0,12.3,12.2,0,0,0,11:44:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
881,Shed 4,Kylie,26/03/2020,12,,,12:08:00,Visual Check ok,1916,59,16,0,18,0,11.8,11.9,0,0,0,12:35:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
882,Shed 5,Kylie,26/03/2020,12,,,9:10:00,Visual Check ok,2190,160,19,0,20,0,12.2,12.3,0,0,0,9:35:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
883,Shed 6,Kylie,26/03/2020,12,,,8:31:00,Visual Check ok,2310,98,11,4,22,0,12.4,12.4,0,0,0,9:00:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
884,Shed 8,Kylie,26/03/2020,12,,,13:09:00,Visual Check ok,2235,17,4,8,7,0,12.5,12.4,0,0,0,13:35:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
885,Shed 9,Josh ,26/03/2020,12,,,13:11:00,Visual Check ok,2178,44,20,9,11,0,0,0,0,0,0,13:54:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
886,Shed 1,Kylie,27/03/2020,12,,,9:34:00,Visual Check ok,1194,52,26,0,15,0,12.4,12.3,0,0,0,9:50:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
887,Shed 2,Jackie,27/03/2020,12,,,10:00:00,Visual Check ok,1170,213,28,2,4,0,12.4,12.3,0,0,0,10:26:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
888,Shed 4,Jackie,27/03/2020,12,,,23:45:00,Visual Check ok,1440,106,47,0,11,0,11.9,12,0,0,0,12:23:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
889,Shed 5,Kylie,27/03/2020,12,,,10:39:00,Visual Check ok,1600,130,12,0,8,0,12.2,12.1,0,0,0,11:11:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
890,Shed 6,Jackie,27/03/2020,12,,,10:30:00,Visual Check ok,1965,244,9,1,11,0,12.4,12.2,0,0,0,11:15:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
891,Shed 8,Jackie,27/03/2020,12,,,13:20:00,Visual Check ok,2160,92,25,9,2,0,12.2,12.2,0,0,0,14:04:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
892,Shed 9,Jackie,27/03/2020,12,,,14:10:00,Visual Check ok,2160,154,25,28,3,0,12,12.1,0,0,0,14:56:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
893,Shed 1,Jackie,28/03/2020,12,,,8:45:00,Visual Check ok,1020,160,23,0,9,0,13.3,13.3,0,0,0,9:16:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
894,Shed 2,Jackie,28/03/2020,12,,,9:05:00,Visual Check ok,900,330,24,1,6,0,12.4,12.4,0,0,0,9:53:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
895,Shed 4,Jess jem,28/03/2020,12,,,10:03:00,Visual Check ok,1288,70,15,13,30,0,0,0,0,0,0,10:04:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
896,Shed 5,Jess and Jemma ,28/03/2020,12,,,10:02:00,Visual Check ok,1284,60,17,12,25,0,0,0,0,0,0,10:03:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
897,Shed 6,Jackie,28/03/2020,12,,,8:25:00,Visual Check ok,1000,60,1,5,9,0,12.34,12.4,0,0,0,8:43:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
898,Shed 8,Jemma ,28/03/2020,12,,,11:30:49,Visual Check ok,2160,27,10,5,15,0,16,12.9,0,0,0,12:24:58,0,0,0,0,0,8/07/2021 15:58,15:58:04
899,Shed 9,Jessica,28/03/2020,12,,,11:30:25,Visual Check ok,2220,30,10,30,15,0,0,0,0,0,0,12:46:09,0,0,0,0,0,8/07/2021 15:58,15:58:04
900,Shed 1,Jackie,29/03/2020,12,,,8:45:00,Visual Check ok,1080,180,40,0,20,0,12.4,12.4,0,0,0,9:16:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
901,Shed 2,Jackie,29/03/2020,12,,,9:15:00,Visual Check ok,930,375,34,0,12,0,12.3,12.4,0,0,0,9:51:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
902,Shed 4,Jess,29/03/2020,12,,,17:51:00,Visual Check ok,1440,20,12,5,30,0,0,0,0,0,0,17:52:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
903,Shed 5,Jack,29/03/2020,12,,,12:34:00,Visual Check ok,1695,67,10,2,10,0,0,0,0,0,0,14:35:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
904,Shed 6,Jackie,29/03/2020,12,,,8:05:00,Visual Check ok,1460,110,7,1,10,0,12.4,12.4,0,0,0,8:37:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
905,Shed 8,Jess,29/03/2020,12,,,17:53:00,Visual Check ok,2160,15,12,10,13,0,0,0,0,0,0,17:55:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
906,Shed 9,Jess,29/03/2020,12,,,11:55:00,Visual Check ok,2340,12,5,10,17,0,0,0,0,0,0,17:56:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
907,Shed 1,Kylie,30/03/2020,13,,,9:26:00,Visual Check ok,1710,125,33,0,28,0,12.3,12.4,0,0,0,10:06:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
908,Shed 2,Jackie,30/03/2020,13,,,8:00:00,Visual Check ok,465,500,5,0,8,0,12.2,12.3,0,0,0,8:37:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
909,Shed 2,Jackie,30/03/2020,13,,,14:00:00,Visual Check ok,720,100,20,1,8,0,12.2,12.2,0,0,0,14:26:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
910,Shed 4,Kylie,30/03/2020,13,,,10:54:00,Visual Check ok,1563,55,34,0,19,0,11.8,11.8,0,0,0,11:18:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
911,Shed 5,Jackie,30/03/2020,13,,,10:00:00,Visual Check ok,1380,350,35,2,27,0,12.4,12.3,0,0,0,10:34:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
912,Shed 6,Jackie,30/03/2020,13,,,9:00:00,Visual Check ok,2070,210,17,5,10,0,12.3,12.4,0,0,0,9:42:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
913,Shed 8,Jackie,30/03/2020,13,,,12:00:00,Visual Check ok,2100,80,19,4,10,0,12.5,12.4,0,0,0,12:40:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
914,Shed 9,Kylie,30/03/2020,13,,,11:55:00,Visual Check ok,2238,36,2,25,23,0,12.2,12.1,0,0,0,12:32:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
915,Shed 1,Kylie,31/03/2020,13,,,9:11:00,Visual Check ok,1087,55,15,0,14,0,12.3,12.3,0,0,0,9:30:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
916,Shed 2,Kylie,31/03/2020,13,,,8:12:00,Visual Check ok,402,95,8,0,6,0,12.3,12.4,0,0,0,8:22:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
917,Shed 2,Kylie,31/03/2020,13,,,13:58:00,Visual Check ok,878,50,6,0,6,0,12.3,12.2,0,0,0,14:10:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
918,Shed 4,Josh ,31/03/2020,13,,,10:10:00,Visual Check ok,1332,74,8,1,7,0,0,0,0,0,0,10:39:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
919,Shed 5,Josh ,31/03/2020,13,,,9:20:00,Visual Check ok,1296,125,21,0,21,0,0,0,0,0,0,9:51:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
920,Shed 6,Kylie,31/03/2020,13,,,8:32:00,Visual Check ok,1470,55,6,2,12,0,12.3,12.3,0,0,0,8:49:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
922,Shed 8,Kylie,31/03/2020,13,,,10:27:00,Visual Check ok,2141,34,8,8,7,0,12.1,12.2,0,0,0,10:59:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
923,Shed 9,Josh ,31/03/2020,13,,,11:05:00,Visual Check ok,2178,83,27,18,9,0,0,0,0,0,0,11:49:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
924,Shed 1,Kylie,1/04/2020,13,,,9:26:00,Visual Check ok,1461,139,18,0,18,0,12.4,12.3,0,0,0,10:01:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
925,Shed 2,Kylie,1/04/2020,13,,,8:21:00,Visual Check ok,444,59,3,0,7,0,12.3,12.3,0,0,0,8:28:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
926,Shed 2,Kylie,1/04/2020,13,,,14:55:00,Visual Check ok,848,23,9,3,9,0,12.4,12.4,0,0,0,15:09:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
927,Shed 4,Kylie,1/04/2020,13,,,11:37:00,Visual Check ok,1968,48,29,0,16,0,11.8,11.9,0,0,0,12:01:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
928,Shed 5,Kylie,1/04/2020,13,,,10:53:00,Visual Check ok,1945,131,24,0,30,0,12.1,12.2,0,0,0,11:24:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
929,Shed 6,Kylie,1/04/2020,13,,,8:52:00,Visual Check ok,1832,66,4,1,6,0,12.3,12.3,0,0,0,9:15:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
931,Shed 8,Josh ,1/04/2020,13,,,12:20:00,Visual Check ok,2016,80,11,3,8,0,0,0,0,0,0,13:09:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
932,Shed 9,Josh ,1/04/2020,13,,,13:30:00,Visual Check ok,2232,69,25,12,13,0,0,0,0,0,0,14:42:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
933,Shed 1,Kylie,2/04/2020,13,,,9:14:00,Visual Check ok,1220,97,14,0,19,0,12.3,12.2,0,0,0,9:46:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
934,Shed 2,Kylie,2/04/2020,13,,,7:55:00,Visual Check ok,447,44,11,0,4,0,12.2,12.3,0,0,0,8:26:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
935,Shed 2,Kylie,2/04/2020,13,,,14:35:00,Visual Check ok,790,81,16,0,13,0,12.2,12.2,0,0,0,14:49:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
936,Shed 4,Jemma,2/04/2020,13,,,11:08:00,Visual Check ok,1440,60,15,5,30,0,0,0,0,0,0,13:09:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
937,Shed 5,Kylie,2/04/2020,13,,,11:06:00,Visual Check ok,1600,153,16,1,24,0,12.1,12.2,0,0,0,11:31:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
938,Shed 6,Kylie,2/04/2020,13,,,10:12:00,Visual Check ok,2160,34,6,6,7,0,12.3,12.3,0,0,0,10:36:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
940,Shed 8,Jackie,2/04/2020,13,,,12:37:00,Visual Check ok,2140,50,5,10,7,0,12.4,12.4,0,0,0,12:39:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
941,Shed 9,Kylie,2/04/2020,13,,,13:06:00,Visual Check ok,2242,32,5,20,16,0,12.1,12.2,0,0,0,13:41:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
942,Shed 1,Jackie,3/04/2020,13,,,9:35:00,Visual Check ok,1170,404,35,0,14,0,12.3,12.4,0,0,0,10:13:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
943,Shed 2,Jackie,3/04/2020,13,,,8:15:00,Visual Check ok,467,98,13,0,3,0,12.5,12.6,0,0,0,8:34:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
944,Shed 2,Jackie,3/04/2020,13,,,13:25:00,Visual Check ok,664,144,25,0,5,0,12.2,12.4,0,0,0,13:55:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
945,Shed 4,Jemma,3/04/2020,13,,,11:04:00,Visual Check ok,1440,90,30,5,15,0,0,0,0,0,0,11:06:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
946,Shed 5,Jackie,3/04/2020,13,,,10:20:00,Visual Check ok,1350,258,9,2,32,0,12.2,12.3,0,0,0,10:57:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
947,Shed 6,Jackie,3/04/2020,13,,,8:35:00,Visual Check ok,1250,104,8,0,15,0,12.4,12.4,0,0,0,9:14:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
949,Shed 8,Josh ,3/04/2020,13,,,12:10:00,Visual Check ok,2160,43,18,4,13,0,0,0,0,0,0,12:32:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
950,Shed 9,Jack,3/04/2020,13,,,14:06:00,Visual Check ok,2250,30,10,5,15,0,0,0,0,0,0,14:07:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
951,Shed 1,Jackie,4/04/2020,13,,,8:30:00,Visual Check ok,780,282,15,2,7,0,12.4,12.3,0,0,0,8:56:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
952,Shed 2,Jackie,4/04/2020,13,,,8:15:00,Visual Check ok,450,87,18,0,2,0,12.4,12.3,0,0,0,8:29:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
953,Shed 2,Jackie,4/04/2020,13,,,13:10:00,Visual Check ok,720,127,12,0,5,0,12.3,12.2,0,0,0,13:50:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
954,Shed 4,Jess and Jemma ,4/04/2020,13,,,10:29:00,Visual Check ok,1440,150,15,2,13,0,0,0,0,0,0,11:30:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
955,Shed 5,Jackie,4/04/2020,13,,,9:30:00,Visual Check ok,1470,146,13,1,21,0,12.3,12.4,0,0,0,10:11:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
956,Shed 6,Jackie,4/04/2020,13,,,9:00:00,Visual Check ok,1700,117,3,2,13,0,12.4,12.4,0,0,0,9:29:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
958,Shed 8,Jemma,4/04/2020,13,,,10:30:00,Visual Check ok,2260,30,12,30,15,0,0,0,0,0,0,11:31:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
959,Shed 9,Jess,4/04/2020,13,,,9:29:00,Visual Check ok,2160,30,12,15,10,0,0,0,0,0,0,9:30:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
960,Shed 1,Jackie,5/04/2020,13,,,8:15:00,Visual Check ok,1380,417,27,0,20,0,12.3,12.2,0,0,0,9:14:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
961,Shed 1,Jackie,5/04/2020,13,,,11:40:00,Visual Check ok,200,24,8,1,1,0,12.2,12.2,0,0,0,11:53:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
962,Shed 2,Jackie,5/04/2020,13,,,9:25:00,Visual Check ok,1050,144,42,3,11,0,12.3,12.2,0,0,0,9:54:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
963,Shed 2,Jackie,5/04/2020,13,,,12:21:00,Visual Check ok,131,7,2,0,2,0,12.1,12.1,0,0,0,13:27:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
964,Shed 2,Kylie,5/04/2020,13,,,21:44:00,Visual Check ok,683,105,13,0,8,0,12.3,12.2,0,0,0,7:58:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
965,Shed 4,Jemma and Jessica ,5/04/2020,13,,,14:12:00,Visual Check ok,1440,120,10,8,10,0,0,0,0,0,0,14:14:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
966,Shed 5,Jackie,5/04/2020,13,,,10:20:00,Visual Check ok,1090,831,15,3,23,0,12.4,12.3,0,0,0,11:07:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
967,Shed 6,Jess,5/04/2020,13,,,11:05:00,Visual Check ok,1800,150,30,2,30,0,0,0,0,0,0,12:06:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
969,Shed 8,Jemma,5/04/2020,13,,,14:07:00,Visual Check ok,2180,30,10,5,8,0,0,0,0,0,0,14:12:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
970,Shed 9,Jess,5/04/2020,13,,,13:03:00,Visual Check ok,2340,60,12,15,8,0,0,0,0,0,0,14:04:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
971,Shed 1,Kylie,6/04/2020,14,,,8:07:00,Visual Check ok,912,80,17,0,17,0,12.3,12.3,0,0,0,8:23:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
972,Shed 1,Kylie,6/04/2020,14,,,14:38:00,Visual Check ok,475,4,5,0,6,0,12.4,12.3,0,0,0,14:46:00,0,0,0,0,0,8/07/2021 15:58,15:58:04
